/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_09_24_14_28_08_566.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_09_24_14_28_08_566.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_09_24_14_28_08_566.jpg,0,0,0,5.298188E-06
/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_09_24_14_28_08_634.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_09_24_14_28_08_634.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_09_24_14_28_08_634.jpg,0,0,0,5.69661E-06
/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_09_24_14_28_08_703.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_09_24_14_28_08_703.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_09_24_14_28_08_703.jpg,0,0,0,6.095615E-06
/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_09_24_14_28_08_771.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_09_24_14_28_08_771.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_09_24_14_28_08_771.jpg,0,0,0,6.427965E-06
/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_09_24_14_28_08_841.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_09_24_14_28_08_841.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_09_24_14_28_08_841.jpg,0,0,0,1.912209E-06
/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_09_24_14_28_08_913.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_09_24_14_28_08_913.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_09_24_14_28_08_913.jpg,-0.05,0,0,2.731631E-06
/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_09_24_14_28_08_981.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_09_24_14_28_08_981.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_09_24_14_28_08_981.jpg,-0.2,0,0,3.379841E-06
/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_09_24_14_28_09_052.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_09_24_14_28_09_052.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_09_24_14_28_09_052.jpg,-0.4,0.1721701,0,0.1078839
/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_09_24_14_28_09_121.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_09_24_14_28_09_121.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_09_24_14_28_09_121.jpg,-0.5500001,0.3387031,0,0.2803621
/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_09_24_14_28_09_192.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_09_24_14_28_09_192.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_09_24_14_28_09_192.jpg,-0.7500002,0.5807582,0,0.6634859
/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/center_2017_09_24_14_28_09_262.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/left_2017_09_24_14_28_09_262.jpg,/Users/seanpan/Desktop/SDC/CarND-Behavioral-Cloning-P3/IMG/right_2017_09_24_14_28_09_262.jpg,-0.8478898,0.7676851,0,1.15999
